0.9128709,0.9128709,-0.9128709,0.0462963,-0.9128709,0.9128709,-0.9128709,0,1
-0.6773489,-1.2579336,-0.0967641,0,-0.0967641,0.4838206,1.6449901,0.2294007,1
0.559017,0,1.118034,0.15625,-1.677051,-0.559017,0.559017,0,1
-0.5504819,0.2752409,-0.5504819,0,1.1009638,1.1009638,-1.3762047,0.0378788,0
-1.0882144,-1.0882144,-0.3627381,0,0.3627381,1.0882144,1.0882144,0.3581871,1
-0.3627381,1.8136906,-0.3627381,0.0657895,-0.3627381,0.3627381,-1.0882144,0,1
-0.7905694,0.7905694,-1.5811388,0,0,0.7905694,0.7905694,0.1388889,0
-1.7078251,0.48795,1.2198751,0,0.48795,-0.243975,-0.243975,0,1
-0.7128324,0.9979654,0.1425665,0.0101626,-1.5682314,0.1425665,0.9979654,0,0
1.5811388,0,0,0.1388889,0,-1.5811388,0,0,1
0.761387,0.761387,0.761387,0.2898551,-1.522774,-0.9517337,0.1903467,0,0
0.8226383,-0.0747853,-0.9722089,0,0.8226383,-1.4209207,0.8226383,0.0027964,1
-0.8856149,-0.2214037,1.7712298,0.0245098,-0.2214037,-0.8856149,0.4428074,0,0
0.7634472,-0.48583,-0.9022558,0,-0.9022558,-0.0694043,1.5962987,0.0216763,0
-0.7128324,-1.5682314,0.1425665,0,0.9979654,0.1425665,0.9979654,0.254065,1
1.5214515,0.9128709,-0.9128709,0.1286008,-0.9128709,-0.3042903,-0.3042903,0,1
0,-1.5811388,1.0540926,0,0,-0.5270463,1.0540926,0.0154321,1
-1.0327956,-0.6454972,-0.6454972,0,1.6782928,0.1290994,0.5163978,0.3,1
-1.4322297,0.1790287,0.7161149,0,0.1790287,1.253201,-0.8951436,0.0160256,0
-0.4082483,0.8164966,-1.6329932,0,0.8164966,-0.4082483,0.8164966,0.0833333,0
-0.6454972,-0.6454972,0,0,0,1.9364917,-0.6454972,0.0925926,1
0.0858757,-1.4598864,-0.9446324,0,0.6011297,0.6011297,1.1163838,0.2986726,0
-0.1903467,-0.761387,-0.761387,0,0.9517337,-0.761387,1.522774,0.1630435,0
0.1790287,-1.4322297,1.253201,0,0.1790287,-0.8951436,0.7161149,0,1
0,1.0882144,0,0.0657895,-1.8136906,0.7254763,0,0,0
0.8951436,0.8951436,0.8951436,0.400641,-0.7161149,-1.253201,-0.7161149,0,1
1.9266866,-0.5504819,-0.5504819,0.0378788,0.2752409,-0.5504819,-0.5504819,0,1
-1.6638394,-0.5942284,1.1884567,0,0.4753827,0.4753827,0.1188457,0.0635593,0
-0.5504819,-0.5504819,0.2752409,0,1.9266866,-0.5504819,-0.5504819,0.0378788,1
0.8475794,-0.1695159,0.8475794,0.1293103,0.8475794,-1.1866111,-1.1866111,0,1
-0.3627381,1.0882144,0.3627381,0.0657895,-1.8136906,0.3627381,0.3627381,0,1
-1.5682314,-0.7128324,0.1425665,0,0.1425665,0.9979654,0.9979654,0.254065,0
-1.2909944,0.6454972,1.6137431,0.0520833,-0.3227486,-0.3227486,-0.3227486,0,1
-1.2198751,1.7078251,0.243975,0.0297619,0.243975,-0.48795,-0.48795,0,1
1.4199046,-0.2839809,-0.2839809,0.0403226,0.8519428,-0.2839809,-1.4199046,0,0
1.0292337,-1.0292337,0.6175402,0.0211864,0.6175402,0.2058467,-1.4409272,0,1
-0.4541703,1.725847,-0.9991746,0.0041254,-0.4541703,-0.4541703,0.6358384,0,0
0.4082483,-0.5715476,1.3880442,0.0833333,-1.5513435,-0.0816497,0.4082483,0,1
0.7282191,-1.7685321,-0.5201565,0,0.1040313,0.7282191,0.7282191,0.1352814,1
1.1022066,-0.7014042,-0.4008024,0,-1.002006,-0.4008024,1.4028084,0,1
-1.2344268,-0.3086067,0.6172134,0,1.5430335,-0.7715167,0.1543033,0.047619,1
-0.8068715,-1.2909944,0.1613743,0,-0.3227486,1.1296201,1.1296201,0.2083333,0
1.7986077,0.5036102,-0.3597215,0.2096273,-0.3597215,-0.7913874,-0.7913874,0,1
0.9890707,-1.6484512,0.9890707,0.0060386,0.3296902,-0.3296902,-0.3296902,0,0
1.7722939,-0.7595545,0.2531848,0.0890313,-0.7595545,-0.7595545,0.2531848,0,1
-0.5527163,-0.0425166,-0.5527163,0,-1.0629159,0.467683,1.7431822,0.0732104,1
0,0,0,0,-1.5811388,1.5811388,0,0,1
0,1.5,0,0.125,-0.5,0.5,-1.5,0,1
1.428869,-1.0206207,0.2041241,0.0208333,0.8164966,-1.0206207,-0.4082483,0,0
0.0858757,1.6316378,-1.4598864,0.0036873,-0.4293784,0.0858757,0.0858757,0,1
-0.5459428,-0.0779918,1.3258611,0.0273723,0.8579101,-0.0779918,-1.4818447,0,0
-0.5270463,1.0540926,1.0540926,0.1388889,-1.5811388,0,0,0,1
-1.3363062,0.2672612,-0.2672612,0,-0.8017837,0.8017837,1.3363062,0.0992063,1
0.2839809,0.2839809,1.4199046,0.2195341,0.2839809,-0.8519428,-1.4199046,0,0
1.2909944,-0.6454972,1.2909944,0.2083333,-0.6454972,-0.6454972,-0.6454972,0,0
1.0366105,-1.6289594,0.1480872,0,1.0366105,-0.2961744,-0.2961744,0.0109649,1
-0.611761,-0.1223522,-1.1011698,0,-0.611761,1.1011698,1.3458742,0.1871257,0
-1.1792546,-1.1792546,0.0512719,0,0.3589036,1.2817985,0.6665352,0.2957413,0
-0.9486833,1.2649111,0,0.0055556,-1.2649111,0,0.9486833,0,0
-0.2752409,1.3762047,0.5504819,0.1515152,-1.1009638,0.5504819,-1.1009638,0,0
0.243975,-0.48795,-1.2198751,0,-0.48795,0.243975,1.7078251,0.1190476,0
1.2198751,-0.243975,-0.243975,0.0297619,0.48795,0.48795,-1.7078251,0,0
-0.774113,0.3870565,1.548226,0.0749064,-1.3546977,0.0967641,0.0967641,0,0
-0.1341104,0.6705522,0.6705522,0.0809353,-1.7434358,-0.4023313,0.9387731,0,0
-0.4698092,1.5436589,-0.0671156,0.0563063,-1.2751965,-0.4698092,0.7382717,0,0
-1.8040245,0.1061191,-0.2122382,0,1.0611909,0.1061191,0.7428336,0.2027027,0
1.1056691,1.1056691,-1.2357479,0.0528765,-0.8455117,0.3251968,-0.4552755,0,0
-1.4951041,0.2990208,0.6578458,0,1.3754957,-0.4186291,-0.4186291,0.0160944,1
-0.3589036,0.871623,-0.3589036,0.0013144,1.4868862,-0.3589036,-1.2817985,0,0
-0.2041241,-1.428869,-0.2041241,0,1.6329932,0.4082483,-0.2041241,0.1875,1
0.4838206,-1.2579336,-0.0967641,0,-0.6773489,-0.0967641,1.6449901,0.0421348,0
0.2672612,-0.8017837,-0.2672612,0,-1.3363062,1.3363062,0.8017837,0.0357143,1
-0.3627381,0.3627381,-1.0882144,0,-0.3627381,-0.3627381,1.8136906,0.0657895,0
0.2214037,0.2214037,0.8856149,0.0980392,-0.4428074,-1.7712298,0.8856149,0,1
-1.2751965,0.7382717,-0.4698092,0,1.5436589,-0.0671156,-0.4698092,0.0563063,0
0.2214037,-0.4428074,0.2214037,0,-1.7712298,0.8856149,0.8856149,0,1
1.8116433,-0.2264554,0.1132277,0.1602564,-0.9058216,0.1132277,-0.9058216,0,1
1.5504342,0,0,0.133547,-1.5504342,-0.3100868,0.3100868,0,0
0.761387,-0.3806935,-0.3806935,0,1.3324272,-1.522774,0.1903467,0,1
-0.8164966,-0.8164966,0.4082483,0,1.6329932,-0.8164966,0.4082483,0.0833333,0
0.4838206,-1.8385184,-0.0967641,0,1.0644054,-0.0967641,0.4838206,0.1170412,0
-0.372678,0,1.86339,0.1234568,0,-1.118034,-0.372678,0,1
-0.1543033,-0.6172134,1.2344268,0.0119048,0.7715167,-1.5430335,0.3086067,0,1
-1.0366105,-0.5923489,-0.5923489,0,1.6289594,-0.1480872,0.7404361,0.2741228,0
